-1.502743624793803114e-02,-1.500383947830397947e-02,-1.501653858252818309e-02,-1.513110692119359370e-02,-1.522340702826470091e-02,-1.460592227916208616e-02,-1.310354832537885539e-02,-1.070892232959148004e-02,-7.720239011609091560e-03,-4.591639240248541337e-03,-1.791426324743409940e-03,2.916863517198233901e-04,1.434119250068620300e-03,1.672095153771734457e-03,1.616619785466658424e-03,1.070595003179469198e-03,2.202900007847383699e-04,-6.485014807373563938e-04,-1.368773040112347249e-03,-1.895000394728489461e-03,-2.290801468604853567e-03,-2.723191522459094890e-03,-3.435203882544616335e-03,-4.650478642207499409e-03,-6.411424629521470311e-03,-8.444839009488223566e-03,-1.019682684104090443e-02,-1.106108548588031690e-02,-1.045960088856702497e-02,-1.017596893316419400e-02,-1.025159882557771275e-02,-1.146095989783069841e-02,-1.400083953897639059e-02,-1.701000853315046829e-02,-1.936079716780351317e-02,-2.003478421203859147e-02,-1.917499624547245457e-02,-1.897211899340371308e-02,-1.939656263312828505e-02,-2.253246294874441946e-02,-2.929260574142788023e-02,-3.877027613442600440e-02,-4.848664806182011872e-02,-5.579823050190604178e-02,-5.947023274833256740e-02,-5.922696606873755626e-02,-5.802434452455968589e-02,-5.732823540845468496e-02,-5.722415562635891489e-02,-5.728124341941331910e-02,-5.756787839715241106e-02,-5.784251615331625213e-02
-1.617344124370146199e-02,-1.571785061451051388e-02,-1.505561173953151761e-02,-1.445483069594166899e-02,-1.422339090159609014e-02,-1.423059563777690460e-02,-1.453148784838322743e-02,-1.506639205363980230e-02,-1.548712583365745472e-02,-1.523559533773368758e-02,-1.454266051317762085e-02,-1.363216802291421920e-02,-1.266258310705794740e-02,-1.174715206723747629e-02,-1.093472554567425335e-02,-1.021612591128842097e-02,-9.537820891923025693e-03,-8.816468802778596250e-03,-7.967975690713077416e-03,-6.966508871770254671e-03,-5.921486643689156774e-03,-5.119294092943503516e-03,-4.917069323925709647e-03,-5.011357247763745422e-03,-5.965352649870693004e-03,-7.857712017799599671e-03,-1.019653302471732262e-02,-1.218441653956351713e-02,-1.276067145217642945e-02,-1.152235013414460926e-02,-1.024836630692367058e-02,-9.814638674553436207e-03,-9.861616618578246049e-03,-1.073065512970423387e-02,-1.228386417584938217e-02,-1.388186549910305247e-02,-1.511804109224718431e-02,-1.594477774555042721e-02,-1.654020815133849798e-02,-1.710010567624009603e-02,-1.770282147863170424e-02,-1.829558133908647591e-02,-1.876888913874899881e-02,-1.904859899736154050e-02,-1.912493941851544157e-02,-1.906556702467105888e-02,-1.901798738577567885e-02,-1.900246713249188063e-02,-1.900261731524319903e-02,-1.901360466393230489e-02,-1.903014536618863328e-02,-1.904172914575879422e-02
-1.533472835013680209e-02,-1.514514514675735675e-02,-1.512715091390778345e-02,-1.522709788859121123e-02,-1.562509154281540441e-02,-1.596786532721500979e-02,-1.490947784003472838e-02,-1.273283113340915873e-02,-9.838588036578147303e-03,-6.822217821690485830e-03,-4.197209931767797823e-03,-2.280635148702923280e-03,-1.180494845594816204e-03,-8.148414201209787638e-04,-8.108825650587690552e-04,-1.014745539803126300e-03,-1.440183347303165438e-03,-1.873313034917528002e-03,-2.170709749828085740e-03,-2.209672645813319687e-03,-2.139322704959440574e-03,-2.145204665703928128e-03,-2.457927778511445789e-03,-3.512373893663218571e-03,-5.488097439000336891e-03,-8.128318591793168985e-03,-1.070597402407139076e-02,-1.230513669712769362e-02,-1.127284672310182451e-02,-9.638852470270270478e-03,-8.809003888970766069e-03,-8.811264543771905183e-03,-9.752662385710656606e-03,-1.190641698119122328e-02,-1.424628560203357666e-02,-1.574049394930600657e-02,-1.592137048912329114e-02,-1.595419257740838051e-02,-1.742412174946244077e-02,-2.273304675991751067e-02,-3.304676674624637545e-02,-4.710751030574827913e-02,-6.137597126305124190e-02,-7.206192632267029163e-02,-7.741090077318646401e-02,-7.704377159581538015e-02,-7.529170720860373089e-02,-7.428046193050005797e-02,-7.413058124939370108e-02,-7.421511110487984120e-02,-7.463387942563878830e-02,-7.503407642607209938e-02
-8.268658652090025984e-03,-8.282977524325049051e-03,-8.679940354673440495e-03,-9.769154664197924470e-03,-1.150045520950178889e-02,-1.348080785373953830e-02,-1.515136793458230283e-02,-1.608195278251212806e-02,-1.562882570052132394e-02,-1.463895114205141477e-02,-1.352385118442060719e-02,-1.247572643636395313e-02,-1.155346400776212888e-02,-1.073348359553704008e-02,-9.971702980316285436e-03,-9.235183072628537840e-03,-8.495648112668466312e-03,-7.708688875959563563e-03,-6.815901266535770962e-03,-5.793608147502252170e-03,-4.734059890105038818e-03,-3.901572443471300333e-03,-3.663614452225682182e-03,-3.734261342258736547e-03,-4.657467392768312002e-03,-6.636676176645074643e-03,-9.309570079742151769e-03,-1.198135321472822666e-02,-1.390163246285993325e-02,-1.453995532659934677e-02,-1.401536568821075066e-02,-1.364437724440631036e-02,-1.360886659032682806e-02,-1.371161022579480207e-02,-1.405823586038850229e-02,-1.439451746443216364e-02,-1.449153921076508714e-02,-1.430581803321955350e-02,-1.408308525353514813e-02,-1.389964016495153637e-02,-1.378333755284522760e-02,-1.372707172184245081e-02,-1.370951964792020694e-02,-1.370843180139428262e-02,-1.371024677204040441e-02,-1.371405816678292200e-02,-1.371418607320539634e-02,-1.371205904338685007e-02,-1.371046569641558993e-02,-1.370988592950913264e-02,-1.370986705688482903e-02,-1.371000034208695595e-02
1.278005545295373205e-02,1.262348488714991682e-02,1.066119737169856155e-02,6.021170467388679143e-03,-6.538201388601399102e-04,-7.329292553258393364e-03,-1.153648726552931013e-02,-8.568449835679571233e-03,-2.169158567681870285e-03,5.429723213288890904e-03,1.239676700012423693e-02,1.734943764900152494e-02,1.961476837544097462e-02,1.976982941293818630e-02,1.911778916306105386e-02,1.687112952419429421e-02,1.393481264774059508e-02,1.099603455792664761e-02,8.331204949813516072e-03,5.910562376403840669e-03,3.598083708395673902e-03,1.302461931403486222e-03,-9.812979531021311878e-04,-3.212780881280349193e-03,-5.355471739959114484e-03,-7.369258721687619446e-03,-9.148887423231213609e-03,-1.049938084871593173e-02,-1.124152975365908143e-02,-1.128497810120870047e-02,-1.111655068767879694e-02,-1.097153699694299565e-02,-1.070051010307673627e-02,-1.016296164421554536e-02,-9.363333603516064974e-03,-8.411982629193175132e-03,-7.425186862929825105e-03,-6.467363662752533687e-03,-5.560172241875116668e-03,-4.725374016132930996e-03,-4.012820919307638103e-03,-3.486304949138826961e-03,-3.180027863469728645e-03,-3.068324636394474756e-03,-3.062487602771004572e-03,-3.084774599515369836e-03,-3.137428558626166424e-03,-3.174350139055337819e-03,-3.174515120451811001e-03,-3.159751768166448992e-03,-3.148876529757089864e-03,-3.144097784621161223e-03
-1.031748008006620754e-02,-1.031718900515920384e-02,-1.076302593178062733e-02,-1.211346239547602191e-02,-1.400276994361083702e-02,-1.486350100199047494e-02,-1.184020523619979011e-02,-6.832243362831624117e-03,-2.142471165109088253e-03,-5.127138255265087331e-04,-7.012364565111093434e-04,-4.364650854423469777e-03,-1.132492520630816631e-02,-1.848848469387479737e-02,-2.305565705025922063e-02,-2.270575278339816844e-02,-1.993068523676617618e-02,-1.713237909130841188e-02,-1.489470196589981997e-02,-1.315131823378971714e-02,-1.162320054075501215e-02,-1.021459271667759031e-02,-9.142968986431142947e-03,-8.779941777320473054e-03,-8.810115298034836701e-03,-9.547053090746245377e-03,-1.107538505545744602e-02,-1.284208905558959987e-02,-1.415439891387394213e-02,-1.440849862465133288e-02,-1.410019027842803960e-02,-1.408835000624365265e-02,-1.442596214517940199e-02,-1.550556604316205567e-02,-1.692910213264710306e-02,-1.812763011056392135e-02,-1.876814149981637092e-02,-1.872487317403614612e-02,-1.849713193462190416e-02,-1.836012397233602322e-02,-1.833779621639299376e-02,-1.834785166959957206e-02,-1.840543905642050629e-02,-1.846329851696725324e-02,-1.848932408215867365e-02,-1.847343569117778500e-02,-1.845750414711004941e-02,-1.844987523003005503e-02,-1.844930546866567836e-02,-1.845084346322315230e-02,-1.845522191888920166e-02,-1.845890932637414550e-02
3.978232772127875475e-03,4.031738663814741011e-03,2.319852960098209554e-03,-3.779915500921334371e-03,-1.259057672223838804e-02,-1.324398836840734971e-02,1.038622469548071241e-02,5.475435893846727908e-02,1.123664753127423116e-01,1.691638388592676678e-01,2.111790009107144539e-01,2.310575965376326091e-01,2.329339467263859265e-01,2.291305677357766968e-01,2.150256888599303695e-01,1.985969137407808949e-01,1.849642017149833173e-01,1.741546098595811720e-01,1.622687202660191008e-01,1.443385166696682098e-01,1.177106720672070617e-01,8.436720118521363887e-02,5.052407167723108744e-02,2.325011566111867545e-02,6.164751093301947329e-03,-2.558854141049738025e-03,-7.915938007385700526e-03,-1.291381635832584279e-02,-6.495173416483001651e-03,2.158795729724945212e-02,7.202803723701105276e-02,1.366450309720574074e-01,1.999656289199341908e-01,2.484822374474195128e-01,2.779807159363679725e-01,2.923926517463170671e-01,2.967077993504623756e-01,2.965924779810216183e-01,2.895317900427192281e-01,2.684269810573485793e-01,2.318379579683786385e-01,1.856649795912760359e-01,1.417369840716862228e-01,1.109177766499456624e-01,9.695094170638346442e-02,1.002273041395461278e-01,1.054003169618377284e-01,1.079965058296772779e-01,1.082234396058089354e-01,1.077678360224825632e-01,1.063617755532714343e-01,1.051557140781962246e-01
-1.435359717611871255e-02,-1.413088445433102053e-02,-1.387233451173924825e-02,-1.363788097743143593e-02,-1.339600036637232476e-02,-1.299017573974405905e-02,-1.229533904196853690e-02,-1.140035739093497001e-02,-1.054045517862102488e-02,-9.896699477936959227e-03,-9.495705858801722563e-03,-9.247316979423757591e-03,-9.039355567752560897e-03,-8.807986060615002888e-03,-8.550387947805340727e-03,-8.291267276213378293e-03,-8.036777963983051526e-03,-7.750863050449558790e-03,-7.376396957582902203e-03,-6.899510618501281632e-03,-6.423281108356776112e-03,-6.190157277278277546e-03,-6.194671630622178293e-03,-6.598688762013661495e-03,-7.710059691146110838e-03,-9.324064036255776122e-03,-1.090286270319360679e-02,-1.175723802073522402e-02,-1.085546955128901571e-02,-9.660332024450758032e-03,-8.905037224956084338e-03,-8.803700674458637618e-03,-8.889527477391223273e-03,-8.846728919037859587e-03,-7.594633466956756188e-03,-5.320362889730100714e-03,-2.408004654611982289e-03,6.196575097740029785e-04,3.297766571964547058e-03,5.312437845791948346e-03,6.542968416152637225e-03,7.073757490025155831e-03,7.152094631013973178e-03,7.127641448656540403e-03,6.987891780814886253e-03,6.864385460511932165e-03,6.839040627512201279e-03,6.881926960276353242e-03,6.916206997682289477e-03,6.929999508408664181e-03,6.930892557422922186e-03,6.929044832702867251e-03
-1.502705520731816013e-02,-1.491871030463502723e-02,-1.447569795151147469e-02,-1.351732428659912881e-02,-1.187554021423127895e-02,-9.512383093290112737e-03,-6.695906082818137497e-03,-4.013369201496763856e-03,-2.023013474064466223e-03,-9.132389848470106111e-04,-5.022907204756842841e-04,-4.560088870479008872e-04,-4.784684970744761037e-04,-5.831119278025850665e-04,-7.149819583277117327e-04,-8.834269423406342168e-04,-1.107752918766076065e-03,-1.365743518360429442e-03,-1.589998318675738377e-03,-1.712008539698601454e-03,-1.735945728081095219e-03,-1.800704550000365757e-03,-2.171872216157515970e-03,-3.123023310547756292e-03,-4.737377539388279782e-03,-6.757148325142677686e-03,-8.631609604642013697e-03,-9.796300225885887225e-03,-9.738005112479372269e-03,-9.325192897942943468e-03,-9.177315776453087715e-03,-9.088278328461270317e-03,-8.621120758272933504e-03,-7.591727969031919314e-03,-6.106269665447038725e-03,-4.404859755911353161e-03,-2.863201118362077198e-03,-2.095477253456815535e-03,-2.094759024824461788e-03,-3.154884227025988447e-03,-6.305275325668009863e-03,-1.111834626252006936e-02,-1.627072551455349680e-02,-2.027084159462537449e-02,-2.235406027182528649e-02,-2.232267323412848864e-02,-2.166537851802895209e-02,-2.126620274709982786e-02,-2.119635599490971023e-02,-2.122019137890956975e-02,-2.136865914509320646e-02,-2.151758363926277798e-02
-1.510373268478291606e-02,-1.501943250297295765e-02,-1.472529513599695958e-02,-1.400900445820801865e-02,-1.261872887571714036e-02,-1.042514094276967250e-02,-7.716412862052275667e-03,-5.254686508664664808e-03,-3.787072636522515086e-03,-3.489908695691465706e-03,-3.569270342983034156e-03,-4.215200926706829006e-03,-5.002243379032848478e-03,-5.485207188987251820e-03,-5.347271710423200097e-03,-5.012865407421491538e-03,-4.673767363005881977e-03,-4.312633978432412092e-03,-3.846756689197272389e-03,-3.278378412393706618e-03,-2.818876858331781626e-03,-2.752714620336268753e-03,-2.947892317178775565e-03,-4.045713844459120946e-03,-6.048931750411132985e-03,-8.384210477404976242e-03,-1.016950120941508863e-02,-1.043454425773169408e-02,-9.746549498068258696e-03,-9.574636118892716069e-03,-9.706951033282652797e-03,-1.059238877940165725e-02,-1.168356695618734918e-02,-1.197508373423207713e-02,-1.104244641953409760e-02,-9.751511974466529203e-03,-8.641573527469591925e-03,-8.380141069031994336e-03,-8.606724876009016686e-03,-1.066431779137145576e-02,-1.515966665116591158e-02,-2.149435898342274415e-02,-2.803051715607570923e-02,-3.298817174284209008e-02,-3.550988824243206388e-02,-3.539828176639921165e-02,-3.458798787544521691e-02,-3.411005124484252360e-02,-3.403449959987569357e-02,-3.406880409694887368e-02,-3.425810831414694696e-02,-3.444262344315004304e-02
